,title,url,sf_url,location,updated_at,Chất lượng,Giá cả,ImgURL,Không gian,Latitude,Location,Longitude,Phục vụ,Vị trí
428,Swirl Bakery - Shop Online,https://www.foody.vn/ha-noi/swirl-bakery-shop-online,https://shopeefood.vn/ha-noi/swirl-bakery-shop-online,"150D Ngõ 150 Ngọc Hà, Quận Ba Đình, Hà Nội",11/12/2023 3:11,7.9,7.2,https://media.foody.vn/res/g16/150201/prof/s/foody-mobile-sw-jpg-674-636144797795765920.jpg,7.1,21.038584,150D Ngõ 150 Ngọc Hà,105.829184,6.9,7.1
429,Phở Lý Quốc Sư - Đào Tấn,https://www.foody.vn/ha-noi/pho-ly-quoc-su-dao-tan,https://shopeefood.vn/ha-noi/pho-ly-quoc-su-dao-tan,"56 Đào Tấn, Quận Ba Đình, Hà Nội",11/12/2023 3:11,4.7,4.7,https://media.foody.vn/res/g21/201715/prof/s/foody-mobile-pho-bo-1221-jpg-773-635876040862004208.jpg,3.3,21.0328467,56 Đào Tấn,105.808036,3.3,4.7
430,Vinh Tẩm - Chocolate & More - Kim Mã,https://www.foody.vn/ha-noi/vinh-tam-chocolate-more-kim-ma,https://www.foody.vn/ha-noi/vinh-tam-chocolate-more-kim-ma,"291 Kim Mã, Quận Ba Đình, Hà Nội",11/12/2023 3:11,8.0,7.7,https://media.foody.vn/res/g64/632557/prof/s/foody-mobile-vtam1-jpg-644-636227675008920469.jpg,6.2,21.03062481,291 Kim Mã,105.8183337,6.0,7.8
431,Quán Ngan Quê - Nguyễn Chí Thanh,https://www.foody.vn/ha-noi/quan-ngan-que-nguyen-chi-thanh,https://shopeefood.vn/ha-noi/quan-ngan-que-nguyen-chi-thanh,"32 Nguyễn Chí Thanh, P. Ngọc Khánh, Quận Ba Đình, Hà Nội",11/12/2023 3:11,7.0,7.3,https://media.foody.vn/res/g10/98391/prof/s/foody-mobile-ngan-jpg-137-635497579721921889.jpg,6.3,21.0260996,"32 Nguyễn Chí Thanh, P. Ngọc Khánh",105.8117127,6.8,8.0
432,Thuý Hạnh - Bánh Cuốn Đêm,https://www.foody.vn/ha-noi/thuy-hanh-banh-cuon-dem,https://shopeefood.vn/ha-noi/thuy-hanh-banh-cuon-dem,"15 Kim Mã, P. Kim Mã, Quận Ba Đình, Hà Nội",11/12/2023 3:11,8.5,8.0,https://media.foody.vn/res/g90/893961/prof/s/foody-upload-api-foody-mobile-thuy-hang-190315150802.jpg,8.5,21.032323,"15 Kim Mã, P. Kim Mã",105.828548,8.0,8.5
433,Bánh Bao Nóng & Sữa Xay - Nguyên Hồng,https://www.foody.vn/ha-noi/banh-bao-nong-sua-xay-nguyen-hong,https://shopeefood.vn/ha-noi/banh-bao-nong-sua-xay-nguyen-hong,"1B Nguyên Hồng, P. Thành Công, Quận Ba Đình, Hà Nội",11/12/2023 3:11,7.1,7.4,https://media.foody.vn/res/g65/648116/prof/s/foody-mobile-17554261_40000919368-479-636265550408928135.jpg,6.1,21.0246883,"1B Nguyên Hồng, P. Thành Công",105.811592,7.1,7.1
434,Botejyu - Vincom Center Metropolis,https://www.foody.vn/ha-noi/botejyu-vincom-center-metropolis,https://www.foody.vn/ha-noi/botejyu-vincom-center-metropolis,"Lầu 3 (L3-05) Vincom Center Metropolis, 29 Liễu Giai, Quận Ba Đình, Hà Nội, Quận Ba Đình, Hà Nội",11/12/2023 3:11,9.0,10.0,https://media.foody.vn/res/g117/1163801/prof/s/foody-upload-api-foody-mobile-bo-f606af22-230308104237.jpeg,10.0,21.03133573,"Lầu 3 (L3-05) Vincom Center Metropolis, 29 Liễu Giai, Quận Ba Đình, Hà Nội",105.8145964,10.0,9.0
435,Bún Thái Hải Sản - Ngũ Xã,https://www.foody.vn/ha-noi/bun-thai-hai-san-ngu-xa,https://shopeefood.vn/ha-noi/bun-thai-hai-san-ngu-xa,"24 Ngũ Xã, Quận Ba Đình, Hà Nội",11/12/2023 3:11,6.6,6.8,https://media.foody.vn/res/g10/99789/prof/s/foody-mobile-bun-jpg-629-635751448070946234.jpg,6.0,21.04613471,24 Ngũ Xã,105.8413149,6.8,6.7
436,Xôi Nga - Phúc Xá,https://www.foody.vn/ha-noi/xoi-nga-phuc-xa,https://shopeefood.vn/ha-noi/xoi-nga-phuc-xa,"19 Phúc Xá, P. Phúc Xá, Quận Ba Đình, Hà Nội",11/12/2023 3:11,9.8,10.0,https://media.foody.vn/res/g105/1042319/prof/s/foody-upload-api-foody-mobile-nga1-200910102025.jpg,9.2,21.046106,"19 Phúc Xá, P. Phúc Xá",105.849203,9.2,8.8
437,Mokchang - Đồ Ăn Hàn Quốc - Láng Hạ,https://www.foody.vn/ha-noi/mokchang-do-an-han-quoc-lang-ha,https://shopeefood.vn/ha-noi/mokchang-do-an-han-quoc-lang-ha,"14 - 16 Ngõ 81 Láng Hạ, P. Thành Công, Quận Ba Đình, Hà Nội",11/12/2023 3:11,7.2,7.2,https://media.foody.vn/res/g89/889285/prof/s/image-5f833556-200910115811.jpeg,7.5,21.0175615,"14 - 16 Ngõ 81 Láng Hạ, P. Thành Công",105.8171673,7.3,8.0
438,Bánh Trôi Tàu,https://www.foody.vn/ha-noi/banh-troi-tau,https://www.foody.vn/ha-noi/banh-troi-tau,"Phố Quán Thánh, Quận Ba Đình, Hà Nội",11/12/2023 3:11,7.9,7.4,https://media.foody.vn/res/g2/17199/prof/s/foody-mobile-banh-troi-tau-ha-noi.jpg,6.9,21.042398,Phố Quán Thánh,105.842484,7.4,6.6
439,Sweet Bowl - Tiệm Chè Ngọt Ngào - Đặng Tất,https://www.foody.vn/ha-noi/sweet-bowl-tiem-che-ngot-ngao,https://shopeefood.vn/ha-noi/sweet-bowl-tiem-che-ngot-ngao,"12 Đặng Tất, Quận Ba Đình, Hà Nội",11/12/2023 3:11,8.5,8.5,https://media.foody.vn/res/g96/956028/prof/s/foody-upload-api-foody-mobile-avar64-190913103151.jpg,9.0,21.042015,12 Đặng Tất,105.837948,8.3,8.5
440,San Fu Lou - Ẩm Thực Quảng Đông - Vincom Liễu Giai,https://www.foody.vn/ha-noi/san-fu-lou-am-thuc-quang-dong-vincom-lieu-giai,https://shopeefood.vn/ha-noi/san-fu-lou-am-thuc-quang-dong-vincom-lieu-giai,"Tầng 2, Vincom Center, 29 Liễu Giai, P. Ngọc Khánh, Quận Ba Đình, Hà Nội",11/12/2023 3:11,7.8,7.2,https://media.foody.vn/res/g86/851584/prof/s/foody-upload-api-foody-mobile-foody-mobile-56-jpg--190620173514.jpg,7.7,21.031832,"Tầng 2, Vincom Center, 29 Liễu Giai, P. Ngọc Khánh",105.814237,7.6,8.0
441,Bún Chả Liên Anh,https://www.foody.vn/ha-noi/bun-cha-lien-anh,https://shopeefood.vn/ha-noi/bun-cha-lien-anh,"148 Ngọc Khánh, P. Giàng Võ, Quận Ba Đình, Hà Nội",11/12/2023 3:11,8.0,7.7,https://media.foody.vn/res/g9/88185/prof/s/file_restaurant_photo_1ah5_16223-ddc9fc35-210530145905.jpg,6.7,21.025766,"148 Ngọc Khánh, P. Giàng Võ",105.8182449,7.0,7.0
442,Bún Chả Que Tre - Nguyễn Khắc Nhu,https://www.foody.vn/ha-noi/bun-cha-que-tre-nguyen-khac-nhu,https://shopeefood.vn/ha-noi/bun-cha-que-tre-nguyen-khac-nhu,"Đối Diện 29 Nguyễn Khắc Nhu, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội",11/12/2023 3:11,7.9,7.1,https://media.foody.vn/res/g64/634218/prof/s/foody-mobile-bun-cha-jpg-461-636265730123959046.jpg,6.5,21.043769,"Đối Diện 29 Nguyễn Khắc Nhu, P. Nguyễn Trung Trực",105.846012,7.4,7.6
443,Bánh Bao - Ngõ Tôn Thất Thiệp,https://www.foody.vn/ha-noi/banh-bao-ngo-ton-that-thiep,https://shopeefood.vn/ha-noi/banh-bao-ngo-ton-that-thiep,"5 Ngõ Tôn Thất Thiệp, Quận Ba Đình, Hà Nội",11/12/2023 3:11,8.3,8.8,https://media.foody.vn/res/g11/103835/prof/s/foody-mobile-banh-bao-jpg-625-636014995720392102.jpg,6.5,21.029675,5 Ngõ Tôn Thất Thiệp,105.842819,7.4,7.1
444,Papa's Kitchen - Đồ Ăn Hàn Quốc & Chân Gà Sốt Thái - Dốc Phụ Sản,https://www.foody.vn/ha-noi/papa-s-kitchen-do-an-han-quoc-chan-ga-sot-thai-doc-phu-san,https://shopeefood.vn/ha-noi/papa-s-kitchen-do-an-han-quoc-chan-ga-sot-thai-doc-phu-san,"83A Dốc Phụ Sản, P. Ngọc Khánh, Quận Ba Đình, Hà Nội",11/12/2023 3:11,9.4,9.6,https://media.foody.vn/res/g102/1015049/prof/s/foody-upload-api-foody-mobile-foody-upload-api-foo-200325143158.jpg,9.4,21.0267443,"83A Dốc Phụ Sản, P. Ngọc Khánh",105.8096,9.6,9.7
445,Bà Nga - Bún Thang & Phở Gà,https://www.foody.vn/ha-noi/ba-nga-bun-thang-pho-ga,https://shopeefood.vn/ha-noi/ba-nga-bun-thang-pho-ga,"31 Phúc Xá, P. Phúc Xá, Quận Ba Đình, Hà Nội",11/12/2023 3:11,9.7,9.7,https://media.foody.vn/res/g79/783854/prof/s/foody-upload-api-foody-mobile-46b1f10b0db5f4ebada4-200106100211.jpg,7.0,21.04505,"31 Phúc Xá, P. Phúc Xá",105.849529,9.3,9.3
446,Mama's Bakery - Bánh Mì Nhật Bản,https://www.foody.vn/ha-noi/mama-s-bakery-banh-mi-nhat-ban,https://shopeefood.vn/ha-noi/mama-s-bakery-banh-mi-nhat-ban,"Tầng 1, 5 Ngõ 535 Kim Mã, P. Ngọc Khánh, Quận Ba Đình, Hà Nội",11/12/2023 3:11,9.0,8.3,https://media.foody.vn/res/g101/1000097/prof/s/file_restaurant_photo_lsvs_16026-c2ebb830-201014174211.jpg,8.0,21.029471,"Tầng 1, 5 Ngõ 535 Kim Mã, P. Ngọc Khánh",105.810379,9.0,8.0
447,MChef Sawadee - Liễu Giai,https://www.foody.vn/ha-noi/mchef-sawadee-lieu-giai,https://www.foody.vn/ha-noi/mchef-sawadee-lieu-giai,"6A Ngõ 42 Liễu Giai, Quận Ba Đình, Hà Nội",11/12/2023 3:11,5.2,6.3,https://media.foody.vn/res/g17/167916/prof/s/foody-mobile-lau-jpg-145-635890705073226066.jpg,6.0,21.03452241,6A Ngõ 42 Liễu Giai,105.8137347,5.4,6.1
448,Croissant Bakery,https://www.foody.vn/ha-noi/croissant-bakery,https://shopeefood.vn/ha-noi/croissant-bakery,"172 Đội Cấn, Quận Ba Đình, Hà Nội",11/12/2023 3:11,7.3,7.3,https://media.foody.vn/res/g27/265422/prof/s/foody-mobile-bm-con-jpg-696-636065350196615810.jpg,6.3,21.034926,172 Đội Cấn,105.824363,6.0,8.3
449,"Ngon - Bún Bò Nam Bộ, Phở Cuốn & Chè, Caramen",https://www.foody.vn/ha-noi/ngon-bun-bo-nam-bo-pho-cuon-che-caramen,https://shopeefood.vn/ha-noi/ngon-bun-bo-nam-bo-pho-cuon-che-caramen,"101 H3 Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội",11/12/2023 3:11,7.2,6.8,https://media.foody.vn/res/g71/703818/prof/s/image-ece6dba1-200910115818.jpeg,6.6,21.0205883,"101 H3 Thành Công, P. Thành Công",105.8157427,7.3,7.0
450,CCCP Restaurant & Cafe - Ẩm Thực Nga,https://www.foody.vn/ha-noi/cccp-cafe,https://www.foody.vn/ha-noi/cccp-cafe,"103 Ngõ 84 Ngọc Khánh, P. Giảng Võ, Quận Ba Đình, Hà Nội",11/12/2023 3:11,7.6,7.5,https://media.foody.vn/res/g7/68456/prof/s/foody-mobile-hmb-nga-jpg-938-635756021347418056.jpg,7.4,21.027007,"103 Ngõ 84 Ngọc Khánh, P. Giảng Võ",105.8162762,6.8,7.0
451,Bánh Mì Đức Đức - Doner Kebab & Hot Dog,https://www.foody.vn/ha-noi/minh-minh-tau-banh-mi-doner-kebab,https://shopeefood.vn/ha-noi/minh-minh-tau-banh-mi-doner-kebab,"12 Quán Thánh, Quận Ba Đình, Hà Nội",11/12/2023 3:11,5.5,5.2,https://media.foody.vn/res/g22/217127/prof/s/foody-mobile-8-jpg-146-635948473662266539.jpg,5.2,21.0403733,12 Quán Thánh,105.8465425,5.8,5.8
452,Chị Hoa - Cháo Trai Xứ Huế,https://www.foody.vn/ha-noi/chi-hoa-chao-trai-xu-hue,https://shopeefood.vn/ha-noi/chi-hoa-chao-trai-xu-hue,"103 A4 Tập Thể Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội",11/12/2023 3:11,7.8,7.2,https://media.foody.vn/res/g29/282563/prof/s/foody-mobile-50-jpg-120-636114318746851939.jpg,6.3,21.021158,"103 A4 Tập Thể Thành Công, P. Thành Công",105.813275,6.7,6.8
453,Cơm Ngũ Vị - Vạn Phúc,https://www.foody.vn/ha-noi/com-ngu-vi-van-phuc,https://shopeefood.vn/ha-noi/com-ngu-vi-van-phuc,"100 Vạn Phúc, Quận Ba Đình, Hà Nội",11/12/2023 3:11,8.4,7.8,https://media.foody.vn/res/g75/743367/prof/s/foody-upload-api-foody-mobile-com-ngu-vi-jpg-180523153043.jpg,8.5,21.033481,100 Vạn Phúc,105.815911,8.1,8.1
454,Buffet Hà Nội Vặt,https://www.foody.vn/ha-noi/buffet-ha-noi-vat,https://www.foody.vn/ha-noi/buffet-ha-noi-vat,"113 D4 Giảng Võ, Quận Ba Đình, Hà Nội",11/12/2023 3:11,4.7,6.0,https://media.foody.vn/res/g1/9826/prof/s/foody-mobile-buffet-ha-noi-vat-ha-noi.jpg,5.1,21.026382,113 D4 Giảng Võ,105.821331,5.6,5.3
455,Paku Paku - Japanese Restaurant,https://www.foody.vn/ha-noi/paku-paku-japanese-restaurant,https://shopeefood.vn/ha-noi/paku-paku-japanese-restaurant,"35 Linh Lang, Quận Ba Đình, Hà Nội",11/12/2023 3:11,9.3,8.0,https://media.foody.vn/res/g8/73041/prof/s/foody-mobile-paku-jpg-747-636052112505961761.jpg,8.9,21.0357163,35 Linh Lang,105.8104446,8.9,8.1
456,Sữa Chua Trân Châu Hạ Long - 107 A6 Trần Huy Liệu,https://www.foody.vn/ha-noi/sua-chua-tran-chau-ha-long-107-a6-tran-huy-lieu,https://shopeefood.vn/ha-noi/sua-chua-tran-chau-ha-long-107-a6-tran-huy-lieu,"107 A6 Trần Huy Liệu, Khu TT Giảng Võ, Quận Ba Đình, Hà Nội",11/12/2023 3:11,8.8,8.5,https://media.foody.vn/res/g99/988583/prof/s/image-aa2c75a8-220330135643.jpg,8.0,21.030451,"107 A6 Trần Huy Liệu, Khu TT Giảng Võ",105.819587,8.5,8.3
457,Thu Hương & Maian Bakers - Phan Đình Phùng,https://www.foody.vn/ha-noi/maian-bakers,https://shopeefood.vn/ha-noi/maian-bakers,"37A Phan Đình Phùng, P. Quán Thánh, Quận Ba Đình, Hà Nội",11/12/2023 3:11,7.5,7.0,https://media.foody.vn/res/g32/315401/prof/s/foody-upload-api-foody-mobile-7d4c4ba3-7f13-4a60-9-200317094454.jpg,7.1,21.040334,"37A Phan Đình Phùng, P. Quán Thánh",105.843285,7.0,7.5
458,Oanh Vân - Hủ Tiếu Nem Cuốn,https://www.foody.vn/ha-noi/oanh-van-hu-tieu-nem-cuon,https://shopeefood.vn/ha-noi/oanh-van-hu-tieu-nem-cuon,"32T Hòe Nhai, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội",11/12/2023 3:11,8.6,7.9,https://media.foody.vn/res/g4/31435/prof/s/foody-mobile-nem-cuon1-jpg-147-635527042274569535.jpg,6.7,21.04083,"32T Hòe Nhai, P. Nguyễn Trung Trực",105.845981,8.4,7.3
459,Tuk Tuk - Gà Rán,https://www.foody.vn/ha-noi/tuk-tuk-ga-ran,https://www.foody.vn/ha-noi/tuk-tuk-ga-ran,"47 Dốc Tam Đa, Quận Ba Đình, Hà Nội",11/12/2023 3:11,3.0,3.0,https://media.foody.vn/res/g73/725274/prof/s/foody-upload-api-foody-mobile-2-jpg-180320152648.jpg,3.0,21.04252305,47 Dốc Tam Đa,105.8186874,2.0,2.0
460,Ngan Dé - Ngan Đủ Món,https://www.foody.vn/ha-noi/hanh-ngan-de-ngan-du-mon,https://shopeefood.vn/ha-noi/hanh-ngan-de-ngan-du-mon,"118 H2 Thành Công, Quận Ba Đình, Hà Nội",11/12/2023 3:11,7.9,7.1,https://media.foody.vn/res/g32/312800/prof/s/foody-mobile-621-jpg-317-636192101179525564.jpg,6.1,21.0200995,118 H2 Thành Công,105.816313,6.5,7.3
461,Artisée Cafe Deli - Lotte Center,https://www.foody.vn/ha-noi/artisee-cafe-deli-lotte-center,https://shopeefood.vn/ha-noi/artisee-cafe-deli-lotte-center,"Tầng 6, Lotte Center, 54 Liễu Giai, P. Ngọc Khánh, Quận Ba Đình, Hà Nội",11/12/2023 3:11,8.1,6.4,https://media.foody.vn/res/g10/92009/prof/s/foody-mobile-9-jpg-417-635844880598641860.jpg,7.8,21.0314726,"Tầng 6, Lotte Center, 54 Liễu Giai, P. Ngọc Khánh",105.8131124,7.7,7.7
462,Hùng Thái - Bún Chả Hàng Mành - Thành Công,https://www.foody.vn/ha-noi/hung-thai-bun-cha-hang-manh-h2-thanh-cong,https://shopeefood.vn/ha-noi/hung-thai-bun-cha-hang-manh-h2-thanh-cong,"109 B1 Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội",11/12/2023 3:11,9.0,8.5,https://media.foody.vn/res/g95/949107/prof/s/foody-upload-api-foody-mobile-avatar-hung-thai1-200630152944.jpg,8.5,21.0206895,"109 B1 Thành Công, P. Thành Công",105.8145172,9.0,9.0
463,Yu Tang - Trà Sữa & Mỳ Đài Loan - Trần Huy Liệu,https://www.foody.vn/ha-noi/yu-tang-tra-sua-my-dai-loan-tran-huy-lieu,https://shopeefood.vn/ha-noi/yu-tang-tra-sua-my-dai-loan-tran-huy-lieu,"2 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội",11/12/2023 3:11,8.8,8.5,https://media.foody.vn/res/g96/952167/prof/s/image-6fb752b9-230509110401.jpeg,9.1,21.03068,"2 Trần Huy Liệu, P. Giảng Võ",105.819553,9.0,9.3
464,Thịnh Cafe - Giang Văn Minh,https://www.foody.vn/ha-noi/thinh-cafe-giang-van-minh,https://shopeefood.vn/ha-noi/thinh-cafe-giang-van-minh,"53 Giang Văn Minh, P. Kim Mã, Quận Ba Đình, Hà Nội",11/12/2023 3:11,7.0,7.0,https://media.foody.vn/res/g64/636406/prof/s/foody-mobile-cf-gv-jpg-147-636235431730021222.jpg,7.0,21.0329027,"53 Giang Văn Minh, P. Kim Mã",105.8270375,7.0,7.0
465,All Beans - Coffee Roasters - 14 Phạm Huy Thông,https://www.foody.vn/ha-noi/all-beans-coffee-roasters-14-pham-huy-thong,https://shopeefood.vn/ha-noi/all-beans-coffee-roasters-14-pham-huy-thong,"14 Phạm Huy Thông, P. Ngọc Khánh, Quận Ba Đình, Hà Nội",11/12/2023 3:11,9.5,7.0,https://media.foody.vn/res/g118/1173647/prof/s/foody-upload-api-foody-mobile-ca-cc2ca923-230621120031.jpg,9.5,21.0286703,"14 Phạm Huy Thông, P. Ngọc Khánh",105.8107127,8.5,10.0
466,Tacos Fresh And More - Trúc Bạch,https://www.foody.vn/ha-noi/tacos-fresh-and-more-truc-bach,https://shopeefood.vn/ha-noi/tacos-fresh-and-more-truc-bach,"45 Trúc Bạch, P. Trúc Bạch, Quận Ba Đình, Hà Nội",11/12/2023 3:11,8.2,7.3,https://media.foody.vn/res/g69/683444/prof/s/foody-mobile-1004-jpg-384-636395319763333397.jpg,7.7,21.0482725,"45 Trúc Bạch, P. Trúc Bạch",105.8407573,7.9,8.9
467,Food Family - Shop Online,https://www.foody.vn/ha-noi/pizza-food-family-shop-online,https://shopeefood.vn/ha-noi/pizza-food-family-shop-online,"17 Ngõ 343/2 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội",11/12/2023 3:11,5.0,6.5,https://media.foody.vn/res/g28/271731/prof/s/foody-mobile-14021719_68508022164-898-636083372469037538.jpg,4.5,21.036293,"17 Ngõ 343/2 Đội Cấn, P. Đội Cấn",105.816758,6.5,7.5
468,Quán Tâm - Cơm Các Món,https://www.foody.vn/ha-noi/quan-tam-com-cac-mon,https://www.foody.vn/ha-noi/quan-tam-com-cac-mon,"389B Đội Cấn, P. Vĩnh Phúc, Quận Ba Đình, Hà Nội",11/12/2023 3:11,10.0,10.0,https://media.foody.vn/res/g22/212727/prof/s/foody-mobile-foody-quan-com-a-lu--649-635929631765568090.jpg,6.0,21.03800789,"389B Đội Cấn, P. Vĩnh Phúc",105.8125123,8.0,9.0
469,Cửa Hàng Ăn Uống Mậu Dịch Số 37,https://www.foody.vn/ha-noi/cua-hang-an-uong-mau-dich-so-37,https://shopeefood.vn/ha-noi/cua-hang-an-uong-mau-dich-so-37,"37 Nam Tràng, P. Trúc Bạch, Quận Ba Đình, Hà Nội",11/12/2023 3:11,7.3,6.6,https://media.foody.vn/res/g1/4708/prof/s/foody-mobile-37-jpg-488-635809462715906872.jpg,8.1,21.047004,"37 Nam Tràng, P. Trúc Bạch",105.840776,6.9,6.7
470,Quán Chay HAAN - Đào Tấn,https://www.foody.vn/ha-noi/quan-chay-haan-dao-tan,https://shopeefood.vn/ha-noi/quan-chay-haan-dao-tan,"71 Đào Tấn, P. Ngọc Khánh, Quận Ba Đình, Hà Nội",11/12/2023 3:11,8.5,8.5,https://media.foody.vn/res/g111/1103512/prof/s/file_restaurant_photo_tztn_16321-c131f83c-210920135931.jpg,8.5,21.0331439,"71 Đào Tấn, P. Ngọc Khánh",105.8065576,8.0,7.0
471,Tú Tịt - Bánh Xèo & Nem Lụi,https://www.foody.vn/ha-noi/tu-tit-banh-xeo-nem-lui,https://shopeefood.vn/ha-noi/tu-tit-banh-xeo-nem-lui,"15 Ngõ 135 Đội Cấn, P. Ngọc Hà, Quận Ba Đình, Hà Nội",11/12/2023 3:11,7.3,7.7,https://media.foody.vn/res/g76/751800/prof/s/foody-upload-api-foody-mobile-tu-tit-2-jpg-180618134923.jpg,6.7,21.036271,"15 Ngõ 135 Đội Cấn, P. Ngọc Hà",105.828186,7.3,7.7
472,Ngon Buffet,https://www.foody.vn/ha-noi/ngon-buffet,https://shopeefood.vn/ha-noi/ngon-buffet,"38 Ngọc Khánh, P. Giảng Võ, Quận Ba Đình, Hà Nội",11/12/2023 3:11,8.3,8.6,https://media.foody.vn/res/g80/799836/prof/s/foody-upload-api-foody-mobile-0-jpg-181119153905.jpg,8.1,21.026747,"38 Ngọc Khánh, P. Giảng Võ",105.817676,8.3,8.7
473,Bánh Cuốn Gia Truyền & Bún Chả - Thành Công,https://www.foody.vn/ha-noi/banh-cuon-gia-truyen-thanh-cong,https://shopeefood.vn/ha-noi/banh-cuon-gia-truyen-thanh-cong,"106 - 107 D7 Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội",11/12/2023 3:11,8.0,8.0,https://media.foody.vn/res/g67/665465/prof/s/foody-upload-api-foody-mobile-bcbc-190319135754.jpg,7.0,21.0233841,"106 - 107 D7 Thành Công, P. Thành Công",105.812178,7.0,7.0
474,Song Linh Keto Bakery - Shop Online,https://www.foody.vn/ha-noi/song-linh-keto-bakery-shop-online,https://shopeefood.vn/ha-noi/song-linh-keto-bakery-shop-online,"8 Ngõ 62 Văn Cao, P. Liễu Giai, Quận Ba Đình, Hà Nội",11/12/2023 3:11,10.0,9.0,https://media.foody.vn/res/g105/1049648/prof/s/foody-upload-api-foody-mobile-330-201005163449.jpg,7.8,21.038432,"8 Ngõ 62 Văn Cao, P. Liễu Giai",105.815145,9.8,8.0
475,Kinh Bắc Đệ Nhất Chim,https://www.foody.vn/ha-noi/kinh-bac-de-nhat-chim,https://www.foody.vn/ha-noi/kinh-bac-de-nhat-chim,"77 Văn Cao, Quận Ba Đình, Hà Nội",11/12/2023 3:11,5.0,4.5,https://media.foody.vn/res/g22/216442/prof/s/foody-mobile-642-jpg-889-636196414778430549.jpg,5.5,21.04000091,77 Văn Cao,105.8159817,5.5,3.5
476,Tâm Quán - Ngọc Khánh,https://www.foody.vn/ha-noi/tam-quan-ngoc-khanh,https://www.foody.vn/ha-noi/tam-quan-ngoc-khanh,"103 Ngọc Khánh, P. Giảng Võ, Quận Ba Đình, Hà Nội",11/12/2023 3:11,7.7,7.7,https://media.foody.vn/res/g2/16698/prof/s/foody-mobile-tam-quan-ngoc-khanh-ha-noi.jpg,7.0,21.026328,"103 Ngọc Khánh, P. Giảng Võ",105.817823,7.3,6.7
477,Hải Sản Hương Lan - Nghĩa Dũng,https://www.foody.vn/ha-noi/hai-san-huong-lan-nghia-dung,https://shopeefood.vn/ha-noi/hai-san-huong-lan-nghia-dung,"42 Ngõ 12 Nghĩa Dũng, P. Phúc Xá, Quận Ba Đình, Hà Nội",11/12/2023 3:11,7.1,7.0,https://media.foody.vn/res/g3/24810/prof/s/foody-mobile-hshl1-jpg-811-635751619784659834.jpg,6.1,21.0486279,"42 Ngõ 12 Nghĩa Dũng, P. Phúc Xá",105.846995,6.4,6.1
478,Kei - Korean Food & Coffee Style - Cao Bá Quát,https://www.foody.vn/ha-noi/kei-korean-food-coffee-style,https://shopeefood.vn/ha-noi/kei-korean-food-coffee-style,"38A Cao Bá Quát, Quận Ba Đình, Hà Nội",11/12/2023 3:11,7.4,6.4,https://media.foody.vn/res/g8/73259/prof/s/file_restaurant_photo_liwa_16173-64f34d08-210402175102.jpeg,7.4,21.030237,38A Cao Bá Quát,105.837709,7.6,7.2
479,KingRoti - Kim Mã,https://www.foody.vn/ha-noi/king-roti-kim-ma,https://shopeefood.vn/ha-noi/king-roti-kim-ma,"331A Kim Mã, P. Giảng Võ, Quận Ba Đình, Hà Nội",11/12/2023 3:11,7.7,7.5,https://media.foody.vn/res/g2/10824/prof/s/foody-mobile-pappa1-jpg-329-635500180548377121.jpg,6.2,21.030543,"331A Kim Mã, P. Giảng Võ",105.818092,6.7,7.2
480,Hải Sản Tươi Sống - Quán Thánh,https://www.foody.vn/ha-noi/hai-san-tuoi-song-quan-thanh,https://shopeefood.vn/ha-noi/hai-san-tuoi-song-quan-thanh,"170 Quán Thánh, Quận Ba Đình, Hà Nội",11/12/2023 3:11,8.6,7.7,https://media.foody.vn/res/g16/155862/prof/s/foody-mobile-oc1-jpg-801-635738522186192102.jpg,6.9,21.042783,170 Quán Thánh,105.839816,8.0,8.3
481,Helio Coffee - Đào Tấn,https://www.foody.vn/ha-noi/helio-coffee-dao-tan,https://www.foody.vn/ha-noi/helio-coffee-dao-tan,"2 Đào Tấn, Quận Ba Đình, Hà Nội",11/12/2023 3:11,7.5,6.5,https://media.foody.vn/res/g73/728557/prof/s/foody-upload-api-foody-mobile-2-jpg-180330095830.jpg,8.5,21.033978,2 Đào Tấn,105.805613,8.5,8.0
482,Street Sushi - Đội Cấn,https://www.foody.vn/ha-noi/street-sushi-doi-can,https://shopeefood.vn/ha-noi/street-sushi-doi-can,"464 Đội Cấn, Quận Ba Đình, Hà Nội",11/12/2023 3:11,7.2,7.6,https://media.foody.vn/res/g17/161550/prof/s/foody-mobile-sushi-street-jpg-258-635789438911238533.jpg,6.4,21.03775,464 Đội Cấn,105.809429,6.7,7.3
